数据集名称,数据集路径,数据集所属组别,负责人,任务大类,任务子类,建议新增任务类别,检索关键词,数据类型,标注类型,数据标注格式,数据集封面(1:1格式),【建议填】数据集来源,【建议填】数据集来源占比,【建议填】标注方式,【建议填】标注方式占比,【建议填】拍摄设备,【建议填】数据集应用产品,信息录入完毕通知按钮
CocoDet_Whiteboard_20220425_batch1,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20220425_batch1,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,Link,发送通知
CocoDet_Whiteboard_20220425_batch1_new,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20220425_batch1_new,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,Link,发送通知
CocoDet_Whiteboard_20220525_batch2,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20220525_batch2,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,Link,发送通知
CocoDet_Whiteboard_20220525_batch2_new,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20220525_batch2_new,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,Link,发送通知
CocoDet_Whiteboard_20220715_batch3,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20220715_batch3,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,Link,发送通知
CocoDet_Whiteboard_20220715_batch3_new,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20220715_batch3_new,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,Link,发送通知
CocoDet_Whiteboard_20230720_realshot_Video_test,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230720_realshot_Video_test,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20230804_collect,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230804_collect,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20230804_collect_realshot_val,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230804_collect_realshot_val,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20230804_realshot_test,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230804_realshot_test,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20230804_realshot_train,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230804_realshot_train,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20230809_realshot,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230809_realshot,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20230823_negative,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230823_negative,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20230823_realshot,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230823_realshot,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20230830_realshot,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20230830_realshot,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20231018_val,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20231018_val,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20231122_newlabel,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20231122_newlabel,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Whiteboard_20231129_newlabel_modify,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20231129_newlabel_modify,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
PanoDet_Animals_20221021_negative,/media/3_sdc/datasets/Insta360Det/PanoDet_Animals_20221021_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,animals,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_Animals_20221021_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_Animals_20221021_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,animals,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_Building_20221021_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_Building_20221021_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,building,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_Building_20221122_negative,/media/3_sdc/datasets/Insta360Det/PanoDet_Building_20221122_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,building,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_CamHolder_20230103_from_community,/media/3_sdc/datasets/Insta360Det/PanoDet_CamHolder_20230103_from_community,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,camholder,Panoramic Video,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
PanoDet_Facemask_20230302_community_10w,/media/3_sdc/datasets/Insta360Det/PanoDet_Facemask_20230302_community_10w,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"facemask,mask",Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
PanoDet_Flower_20221230_from_community,/media/3_sdc/datasets/Insta360Det/PanoDet_Flower_20221230_from_community,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,flower,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
PanoDet_Landscape_20230421_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_Landscape_20230421_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,landscape,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
PanoDet_Landscape_20230524_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_Landscape_20230524_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,landscape,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
PanoDet_Landscape_for_indoor_neg,/media/3_sdc/datasets/Insta360Det/PanoDet_Landscape_for_indoor_neg,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,landscape,Image,BBox,COCO,,unknown,100,unknown,100,unknown,unknown,发送通知
PanoDet_Landscape_from_panoedit,/media/3_sdc/datasets/Insta360Det/PanoDet_Landscape_from_panoedit,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,landscape,Panoramic Image,BBox,COCO,,unknown,100,unknown,100,unknown,unknown,发送通知
PanoDet_Sculpture_20221021_negative,/media/3_sdc/datasets/Insta360Det/PanoDet_Sculpture_20221021_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,sculpture,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_Sculpture_20221021_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_Sculpture_20221021_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,sculpture,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_Sculpture_20221118_for_false_helmet_negative,/media/3_sdc/datasets/Insta360Det/PanoDet_Sculpture_20221118_for_false_helmet_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,sculpture,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_Sculpture_20221118_from_community_negative,/media/3_sdc/datasets/Insta360Det/PanoDet_Sculpture_20221118_from_community_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,sculpture,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_SpecialBuilding_20230217_negative,/media/3_sdc/datasets/Insta360Det/PanoDet_SpecialBuilding_20230217_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"building,special building",Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
PanoDet_SpecialBuilding_20230217_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_SpecialBuilding_20230217_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"building,special building",Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
PanoDet_SpecialBuilding_20230315_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_SpecialBuilding_20230315_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"building,special building",Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
PanoDet_SportEquipment_20220808_negative,/media/3_sdc/datasets/Insta360Det/PanoDet_SportEquipment_20220808_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,sport equipment,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_SportEquipment_20220823_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_SportEquipment_20220823_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,sport equipment,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_SportEquipment_positive_for_val,/media/3_sdc/datasets/Insta360Det/PanoDet_SportEquipment_positive_for_val,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,sport equipment,Image,BBox,COCO,,unknown,100,unknown,100,unknown,unknown,发送通知
PanoDet_Vehicle_20221021_negative,/media/3_sdc/datasets/Insta360Det/PanoDet_Vehicle_20221021_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,vehicle,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
PanoDet_Vehicle_20221021_positive,/media/3_sdc/datasets/Insta360Det/PanoDet_Vehicle_20221021_positive,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,vehicle,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Facemask_20230913_gamehall,/media/3_sde/datasets/Insta360Det/CocoDet_Facemask_20230913_gamehall,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"face,mask",Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X4(DLC4), GO3S(TC2), Ace(IAC1), AcePro(IAC2)",发送通知
ImagenetCls_adult_20211202_insta360,/media/3_sde/datasets/Insta360Cls/ImagenetCls_adult_20211202_insta360,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"adult,person",Image,tag,tag,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
ImagenetCls_Basketball_Status_20221125_batch1,/media/3_sde/datasets/Insta360Cls/ImagenetCls_Basketball_Status_20221125_batch1,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"basketball,ball",Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
ImagenetCls_BKA_20211115_youtube,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20211115_youtube,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
ImagenetCls_BKA_20211123_instagram,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20211123_instagram,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
ImagenetCls_BKA_20211201_mix,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20211201_mix,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
ImagenetCls_BKA_20211213_baby_youtube,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20211213_baby_youtube,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
ImagenetCls_BKA_20220126_kids_park,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20220126_kids_park,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
ImagenetCls_BKA_20220209_adult_beard,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20220209_adult_beard,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
ImagenetCls_BKA_20220210_adult_bald,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20220210_adult_bald,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
ImagenetCls_BKA_20220210_adult_naked,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20220210_adult_naked,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
ImagenetCls_BKA_20220216_adult_middle_old,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20220216_adult_middle_old,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
ImagenetCls_BKA_20230202_bighead,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230202_bighead,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_BKA_20230202_one,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230202_one,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_BKA_20230202_squat,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230202_squat,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_BKA_20230419_basketball,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230419_basketball,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_BKA_20230419_swimmer,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230419_swimmer,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_BKA_20230419_swimmer_sandbeach,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230419_swimmer_sandbeach,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_BKA_20230423_fighting,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230423_fighting,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_BKA_20230423_sitdown,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230423_sitdown,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_BKA_20230504_specialpose,/media/3_sde/datasets/Insta360Cls/ImagenetCls_BKA_20230504_specialpose,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"bka,baby,kid,kids,child,children,adult",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20230221_touch_fp,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20230221_touch_fp,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20230227_special_fp,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20230227_special_fp,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20230314_hand_good,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20230314_hand_good,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20230601_hand_gloves,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20230601_hand_gloves,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20230703_gloves,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20230703_gloves,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20230918_night,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20230918_night,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Image,tag,tag,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20231030_dlc4_dailylife,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20231030_dlc4_dailylife,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Panoramic Image,tag,tag,,Insta360 Product Shooting,100,unknown,100,X4(DLC4),"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20231103_dlc_riding,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20231103_dlc_riding,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Panoramic Image,tag,tag,,Insta360 Product Shooting,100,unknown,100,X4(DLC4),"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
ImagenetCls_gesture_20231127_dlc4_snow,/media/3_sde/datasets/Insta360Cls/ImagenetCls_gesture_20231127_dlc4_snow,AI_Group_1,罗佩瑶,Computer Vision,"Image, Classification",,"gesture,hand",Panoramic Image,tag,tag,,Insta360 Product Shooting,100,unknown,100,X4(DLC4),"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoPose_FaceLandmarks_2022720_wflw,/media/3_sde/datasets/Insta360Pose/CocoPose_FaceLandmarks_2022720_wflw,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"face,face landmarks",Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoPose_FaceLandmarks_2022720_300w,/media/3_sde/datasets/Insta360Pose/CocoPose_FaceLandmarks_2022720_300w,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"face,face landmarks",Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CustomSeg_Person_20200422_removebg_jiepai,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20200422_removebg_jiepai,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20200422_removebg_product,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20200422_removebg_product,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20200526_product_V1_part1,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20200526_product_V1_part1,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20200528_fanke_resize,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20200528_fanke_resize,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20200530_product_V1_part2,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20200530_product_V1_part2,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20200603_product_V1_part3,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20200603_product_V1_part3,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20200807_youtube,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20200807_youtube,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20200911_hard,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20200911_hard,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201012_youtube_part2,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201012_youtube_part2,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201124_AI_Color,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201124_AI_Color,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201124_AI_Color_clean,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201124_AI_Color_clean,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201204_AI_Color_web_part2,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201204_AI_Color_web_part2,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201204_AI_Color_web_part2_clean,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201204_AI_Color_web_part2_clean,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201210_AI_Color_product,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201210_AI_Color_product,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201210_AI_Color_product_all,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201210_AI_Color_product_all,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
